id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
30,4579,630.0,2113679,-166,100,926,113,146,98616.0,126.0,1364,Não,Sim,-154.0,8.189.099.546.411.040,9.076,4.194,759,81,974,9.931,-18.051.198.366.881.900,-18.051.198.366.881.900,1.0,2.9666,1.0414,2.1614,9.241,-168,9.998,92,FALSE,FALSE,FALSE,FALSE,Sim,FALSE,Não
31,284,357.0,2286293,2286298,100,-206,73,17,24816.0,134.0,-214,Não,sim,40.0,7.930.337.415.672.840,4.177,4.466,685,537,1.0,2.941,5.556.834.553.526.810,5.556.834.553.526.810,0.0,2.3054,1.8633,699,-9.315,-402,6.031,116,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
32,2874,422.0,289647,289665,100,355,-229,58,46882.0,143.0,1360,Não,,-154.0,747.267.412.197.261,5.397,6.414,3.273,404,4.741,3.103,15.748.745.452.330.200,3.083.295.164.528.230,,2.5502,1.7404,1.2553,-6.727,317,9.899,123,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
33,39,212.0,862475,862693,100,-206,794,495,,142.0,1400,Não,sim,40.0,7.331.462.940.638.610,557,5.398,7.936,1.236,2.179,4.404,14.689.912.693.730.600,29.278.390.584.597.700,1.0,4.2395,2.238,2.3385,2.064,-843,1.0,975,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
34,-11,357.0,1747625,1747660,100,314,84,50,38597.0,140.0,1356,1,Não,70.0,9.420.667.034.153.630,4.749,7.437,,258,4.167,0.7,12.467.634.736.309.500,2.467.634.736.309.560,0.5,2.4969,1.5441,1.5441,0.0,-397,9.979,110,FALSE,TRUE,FALSE,FALSE,não,FALSE,Não
35,507,517.0,399348,399363,100,-206,10,15,11910.0,123.0,1687,Sim,não,80.0,7.826.504.818.943.540,6.011,2.267,6.667,59,1.0,1.0,-36.625.309.499.130.600,-36.625.309.499.130.600,1.0,2.0645,1.0,1.1761,3.333,-1.979,266,992,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
36,1126,1134.0,16578476,2636459,100,59,11,10,6936.0,135.0,1656,Sim,não,100.0,7.227.997.959.617.500,6.304,2.625,0.8,48,7.273,1.0,6.265.907.850.142.660,6.265.907.850.142.660,1.0,1.7708,9.031,1.0,0.2,-816,1.852,102,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
37,98,168.0,3687004,395722,100,8035,-229,214,782154.0,134.0,1360,não,sim,200.0,8.549.179.965.549.200,1.441,4.289,3.483,515,3.704,9.392,-5.879.010.371.639.320,-5.879.010.371.639.320,1.0,3.905,1.8451,2.3032,6.517,-2.395,1.0,80,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
38,85,96.0,1398904,1398914,100,61,-229,11,6834.0,124.0,1358,sim,Não,70.0,8.426.459.618.129.460,1.252,4.455,9.091,81,9.167,9.091,6.015.441.853.304.700,-3.984.558.146.695.290,0.0,1.7853,1.0414,1.0,-909,-1.247,2.173,102,FALSE,y,FALSE,FALSE,Não,FALSE,Não
39,41,232.0,844714,844903,100,-206,755,497,,141.0,1400,Não,sim,40.0,6.507.989.056.909.790,586,4.373,9.895,1.364,253,3.803,59.058.370.760.737.000,1.059.058.370.760.730,0.0,4.3078,2.281,2.2765,-105,-767,1.0,23,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
40,1335,1668.0,2191536,2191539,100,795,333,-194,95390.0,167.0,1692,sim,não,70.0,73.558.061.433.024,284,2.042,9,1.968,1.0,484,22.153.997.399.862.300,22.153.997.399.862.300,0.0,2.9004,2.5224,4.771,-991,-626,9.905,77,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
41,74,80.0,16673887,2615309,100,62,13,14,6764.0,126.0,1358,Sim,Não,70.0,6.301.201.622.927.740,109,2.619,4.286,44,4.615,1.0,51.410.484.356.991.100,51.410.484.356.991.100,1.0,1.7924,7.782,1.1461,5.714,-1.477,1.892,97,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
42,1365,1374.0,4174907,4174926,100,115,9,19,9441.0,109.0,1387,Não,Sim,50.0,10.550.128.981.753.300,188,3.275,4.737,65,1.0,1.0,702.237.158.251.202,18.021.031.246.317.200,1.0,2.0607,9.542,1.2787,5.263,-3.586,2.942,44,0,FALSE,FALSE,FALSE,Não,FALSE,Sim
43,4,17.0,2445033,2445050,100,-206,19,-194,5940.0,77.0,1358,sim,não,70.0,763.726.227.453.649,59,5.611,7.647,96,6.842,1.0,15.297.569.099.423.200,301.705.418.510.684,1.0,1.9868,1.1139,1.2305,2.353,,3.678,47,FALSE,TRUE,FALSE,FALSE,não,FALSE,Não
44,6681,832.0,928256,928264,100,53,9,-194,9033.0,181.0,1387,Não,Sim,-154.0,7.323.208.827.172.520,8.003,1.719,1.0,58,8.889,1.0,-4.435.565.971.102.280,5.564.434.028.897.710,0.5,1.7243,9.031,9.031,0.0,3.315,1.696,1239,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
45,-11,1619.0,1671950,1671963,100,69,10,14,5361.0,93.0,1656,Sim,Não,80.0,7.499.832.755.720.220,447,3.365,6.154,48,0.8,9.286,-2.159.532.625.184.120,-2.159.532.625.184.120,1.0,1.8389,9.031,1.1139,3.846,-393,2.105,63,nao,FALSE,FALSE,FALSE,Não,FALSE,Sim
46,41,58.0,8055612,997556,100,128,38,27,16028.0,134.0,1400,Não,sim,40.0,7.245.810.440.911.290,586,4.622,8.235,121,4.474,5.185,-13.819.163.128.793.600,8.618.083.687.120.630,0.0,2.1072,1.2305,1.1461,-1.765,-217,3.945,120,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
47,41,189.0,1853169,-166,100,10880,649,409,1245114.0,141.0,1400,Não,Sim,40.0,7.816.968.340.158.070,586,5.676,8.706,1.057,228,4.157,18.460.571.617.333.500,34.814.410.780.562,1.0,4.0366,2.1703,2.2304,1.294,-1.059,1.0,33,0,FALSE,TRUE,FALSE,Não,FALSE,Não
48,41,209.0,4639210,4639275,100,5828,296,169,618846.0,,-214,não,Sim,40.0,9.235.086.322.270.830,604,4.663,3.869,1.237,5.676,3.846,10.308.548.687.053.800,11.030.854.868.705.300,0.0,3.7655,2.2253,1.8129,-6.131,-1.704,1.0,48,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
49,61,213.0,7783272,-166,100,-206,157,95,417036.0,127.0,1362,não,Sim,40.0,8.097.340.384.351.320,896,4.759,3.158,1.116,9.682,5.053,-5.289.120.466.088.200,4.710.879.533.911.790,0.0,3.5825,2.1818,1.6812,-6.842,-148,1.0,784,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
50,155,187.0,-20,673281,100,129,50,25,16937.0,141.0,-214,não,1,50.0,6.612.397.682.772.200,2.289,6.335,3.438,236,0.64,0.44,-5.263.958.158.012.500,-6.957.367.947.427.800,0.0,2.1106,1.5051,1.0414,-6.563,257,5.822,123,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
51,3888,734.0,684933,685134,100,16521,926,591,1992604.0,149.0,1400,não,sim,-154.0,6.852.007.104.995.950,557,8.817,2.892,4.964,7.505,3.401,-11.552.468.412.489.400,8.844.753.158.751.050,,4.218,2.842,2.3032,-7.108,-577,1.0,21,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
52,3616,655.0,5303273,5303295,100,336,30,25,35912.0,127.0,1362,Não,1,-154.0,8.174.604.664.183.390,931,2.727,9.546,154,0.7,0.88,-2.030.766.000.917.870,-2.030.766.000.917.870,1.0,2.5263,1.3222,1.3424,454,-165,7.436,79,FALSE,FALSE,FALSE,nao,não,TRUE,Não
53,-11,1360.0,4807459,-166,100,135,12,-194,13096.0,109.0,1387,Não,sim,50.0,7.167.421.868.612.470,389,0.25,0.45,65,0.75,9.524,2.805.582.420.799.100,11.830.009.879.935.000,1.0,2.1303,9.542,1.301,0.55,-2.421,3.068,838,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
54,436,453.0,9983054,1120571,100,369,18,34,41469.0,148.0,-214,Não,Sim,150.0,7.809.181.294.667.680,5.169,3.616,0.5,101,9.444,1.0,3.092.998.567.487.850,3.092.998.567.487.850,1.0,2.567,1.2305,1.5315,0.5,-122,8.627,52,FALSE,FALSE,FALSE,FALSE,não,FALSE,Sim
55,1644,1661.0,1554711,1554760,100,468,-229,54,41524.0,101.0,1692,Sim,,70.0,10.645.701.587.583.300,366,4.382,3.469,0.01,2.429,9.074,27.938.403.573.485.900,27.938.403.573.485.900,1.0,2.6702,1.2305,1.6902,6.531,-3.068,9.718,80,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
56,39,178.0,21748360,2627391,100,7998,558,-194,889727.0,140.0,1400,Não,sim,40.0,6.994.295.263.376.570,557,6.448,858,993,2.491,4.723,-25.176.525.696.679.100,7.482.347.430.332.080,1.0,3.903,2.143,2.2095,142,-1.309,1.0,49,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
57,6,14.0,393457,393488,100,196,11,31,22532.0,134.0,1687,Não,sim,200.0,6.553.802.919.788.480,71,2.097,2.581,47,7.273,1.0,-9.276.371.275.536.430,-9.276.371.275.536.430,1.0,2.2923,9.031,1.4914,7.419,-1.019,4.106,97,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
58,185,199.0,387402,387414,100,75,23,12,8535.0,127.0,1356,Sim,não,70.0,725.973.357.586.067,2.729,5.536,8.571,103,6.087,1.0,10.993.790.294.210.600,9.937.902.942.106.910,0.0,1.8751,1.1461,1.0792,-1.429,-1.109,2.901,104,FALSE,TRUE,FALSE,FALSE,Não,FALSE,Não
59,253,265.0,220228,220253,100,200,30,-194,18651.0,108.0,1692,Não,Sim,300.0,6.200.828.046.184.150,2.991,3.333,0.48,71,0.4,1.0,29.266.353.813.670.700,29.266.353.813.670.700,1.0,2.301,1.0792,1.3979,0.52,-2.715,4.963,66,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
60,10,21.0,-20,204953,100,135,16,23,8781.0,86.0,1356,sim,0,70.0,9.286.104.027.802.090,148,3.864,0.55,81,6.875,8.696,856.247.728.646.413,-14.375.227.135.358.600,1.0,2.1303,1.0414,1.301,0.45,-4.918,3.663,46,FALSE,TRUE,FALSE,FALSE,Não,FALSE,Não
61,69,81.0,-20,2001794,100,119,20,18,11516.0,117.0,-214,Sim,Não,70.0,6.840.701.561.857.190,1.021,4.491,6.667,89,0.6,1.0,9.443.023.070.008.540,-55.697.692.999.145.100,1.0,2.0756,1.0792,1.2553,3.333,-244,3.601,84,FALSE,TRUE,FALSE,FALSE,Não,FALSE,Não
62,39,173.0,2616577,2616725,100,8344,558,338,945879.0,141.0,1400,não,S,40.0,7.026.035.093.490.370,557,5.793,9.054,957,2.401,4.379,-33.190.049.220.180.800,6.680.995.077.981.910,1.0,3.9214,2.1271,2.1703,946,-1.144,1.0,52,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
63,6808,976.0,2690125,2690135,100,67,-229,-194,6947.0,119.0,1690,sim,não,-154.0,6.666.569.782.853.580,845,2.556,0.9,53,6.923,1.0,-3.588.619.872.242.010,-3.588.619.872.242.010,1.0,1.8261,9.542,1.0,0.1,-0.19,1.954,84,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
64,22,31.0,-20,2097270,100,60,15,13,5573.0,103.0,1354,1,Não,70.0,63.083.451.004.334.200,325,4.872,6.923,66,0.6,1.0,12.437.577.467.182.500,2.437.577.467.182.590,1.0,1.7781,9.542,1.1139,3.077,-2.743,2.253,81,FALSE,TRUE,FALSE,nao,Não,FALSE,Não
65,1129,1137.0,1207379,1207406,100,101,27,27,11776.0,133.0,1694,Não,sim,70.0,7.945.148.901.154.480,6.576,5.324,2.963,47,2.963,1.0,4.068.720.085.712.460,4.068.720.085.712.460,1.0,2.1943,9.031,1.4314,7.037,-891,3.601,104,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
66,990,-186.0,1973168,1973176,100,59,8,8,6543.0,122.0,1622,sim,Não,70.0,7.248.832.068.910.220,7.694,781,1.0,49,1.0,1.0,-21.603.036.474.100.100,-21.603.036.474.100.100,0.5,1.7708,9.031,9.031,0.0,-1.336,1.696,93,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
67,1287,1302.0,3204829,3204845,100,191,17,16,20590.0,133.0,1627,Não,sim,40.0,6.195.307.743.833.540,3.995,2.042,9.375,92,8.824,1.0,30.105.986.936.760.700,30.105.986.936.760.700,1.0,2.281,1.1761,1.2041,625,-1.578,3.977,67,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
68,615,623.0,-20,2197376,100,111,21,24,12919.0,127.0,1366,Não,Sim,100.0,7.627.784.414.390.400,9.004,4.219,3.333,59,381,1.0,10.849.080.751.429.000,10.849.080.751.429.000,1.0,2.0453,9.031,1.3802,6.667,-907,3.241,106,FALSE,FALSE,FALSE,FALSE,Sim,FALSE,Não
69,63,92.0,-20,-166,100,58,29,10,7618.0,165.0,1690,sim,nao,70.0,8.365.660.841.574.680,746,3.333,1.035,172,1.0,0.3,-19.353.592.638.153.700,-19.353.592.638.153.700,0.0,1.7634,1.4624,4.771,-8.965,261,1.923,100,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
70,3170,373.0,929482,929513,100,213,42,39,20512.0,118.0,1374,0,Sim,-154.0,7.558.014.014.453.660,5.196,5.706,5.161,116,381,7.949,10.841.868.165.252.400,10.841.868.165.252.400,1.0,2.3284,1.2041,1.4914,4.839,-2.476,7.844,80,FALSE,FALSE,FALSE,FALSE,Não,FALSE,Sim
71,-11,149.0,356611,356625,100,170,39,20,22467.0,141.0,1362,não,Sim,100.0,8.599.281.447.473.340,1.836,494,5.833,176,6.154,0.7,8.907.211.720.826.700,2.078.832.292.750.270,0.0,2.2304,1.3802,1.1461,-4.167,325,556,123,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
72,1215,1232.0,1545468,1545486,100,184,-229,22,22708.0,135.0,1628,não,sim,120.0,9.698.536.107.727.780,4.865,3.987,9.444,104,4.048,8.182,-10.747.811.732.985.400,-10.747.811.732.985.400,1.0,2.2648,1.2305,1.2553,556,-358,5.063,115,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
73,1134,1145.0,5798193,5798213,100,143,20,21,16538.0,134.0,1362,Não,sim,40.0,881.449.479.325.066,3.187,0.35,0.55,81,0.55,9.524,4.693.930.967.442.010,4.693.930.967.442.010,1.0,2.1553,1.0414,1.301,0.45,-965,3.663,104,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
74,39,218.0,965451,965599,100,16821,670,425,1972773.0,141.0,1398,Não,Sim,40.0,8.215.851.695.602.150,558,365,8.268,128,2.672,3.482,-7.859.235.312.269.230,21.407.646.877.307.600,0.0,4.2259,2.2529,2.1703,-1.732,-838,1.0,29,FALSE,FALSE,TRUE,FALSE,não,FALSE,Não
75,-11,864.0,519257,519266,100,57,10,-194,9848.0,183.0,1387,não,sim,40.0,8.812.194.125.453.790,7.541,2.083,8.889,58,0.8,8.182,24.657.075.131.256.700,12.465.707.513.125.600,1.0,1.7559,9.031,9.542,1.111,3.498,1.773,161,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
76,6032,1047.0,603596,603608,100,80,12,12,9136.0,133.0,1358,não,Sim,-154.0,10.227.112.889.501.500,458,2.593,0.75,66,0.75,1.0,-3.728.541.480.157.810,-4.703.094.116.237.090,1.0,1.9031,9.542,1.0792,0.25,-1.078,215,100,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
77,-11,219.0,1704636,1704704,100,6625,351,173,686356.0,124.0,1358,Não,sim,40.0,6.558.752.017.559.140,604,4.527,382,1.311,5.071,3.931,-8.970.220.513.976.020,9.102.977.948.602.390,0.0,3.8212,2.2504,1.8325,-618,-1.906,1.0,951,FALSE,FALSE,TRUE,FALSE,Não,FALSE,Não
78,1116,1151.0,4387848,4387862,100,175,53,32,20658.0,134.0,1364,sim,não,80.0,8.632.718.906.318.940,3.123,6.429,0.4,257,6.604,4.375,27.528.232.960.650.600,27.528.232.960.650.600,0.0,2.243,1.5441,1.1461,-0.6,-778,7.776,104,FALSE,FALSE,FALSE,FALSE,não,TRUE,Não
79,1312,1322.0,35038393,4118372,100,77,15,14,8558.0,119.0,-214,não,Sim,40.0,700.304.787.957.704,415,0.45,7.143,74,6.667,1.0,-5.962.706.743.802.670,-5.962.706.743.802.670,1.0,1.8865,1.0,1.1461,2.857,-1.317,2.532,104,FALSE,FALSE,FALSE,FALSE,Não,TRUE,Não
